director,num_movies,avg_rating,total_votes,popularity_score
Charles Lamont,4,3.05,14350,12.2
Charles Laughton,1,4.26,170474,4.26
Charles Marquis Warren,1,3.14,248,3.14
Charles Martin Smith,3,3.026666666666667,49407,9.08
Charles McCrann,1,2.4,1168,2.4
Charles Philip Moore,1,2.62,8025,2.62
Charles Poekel,1,3.64,2356,3.64
Charles Robert Carner,1,3.25,329,3.25
Charles Stone III,5,2.942,74087,14.71
Charles Sturridge,1,3.5,653,3.5
"Charles Sturridge, Michael Lindsay-Hogg",1,4.22,2816,4.22
Charles Vidor,2,3.465,49458,6.93
Charles Walters,2,3.34,3702,6.68
"Charlie Bean, Bob Logan",1,3.03,68377,3.03
Charlie Chaplin,7,4.128571428571428,662442,28.9
Charlie Haskell,1,2.62,11958,2.62
Charlie Kaufman,2,3.825,670462,7.65
Charlie McDowell,2,2.92,100771,5.84
Charlotte Wells,1,4.22,1143761,4.22
Chen Kaige,1,3.17,647,3.17
"Cheng Kang, Hua Shan",1,3.26,987,3.26
Chester Novell Turner,1,2.86,1241,2.86
Chester Tam,1,2.07,3252,2.07
Chicho Ibáñez Serrador,1,3.73,13352,3.73
"Chike Ozah, Coodie Simmons",1,4.19,52056,4.19
Chiwetel Ejiofor,1,3.67,55082,3.67
Chloé Zhao,2,3.9,508655,7.8
Cho Beom-gu,2,2.935,2406,5.87
Cho Il,1,3.07,147646,3.07
Choi Dong-hoon,1,3.63,6945,3.63
Choi Kook-hee,1,3.18,1746,3.18
Choo Chang-min,2,3.39,5404,6.78
Chris Addison,1,2.52,117527,2.52
Chris Blum,1,4.04,1995,4.04
Chris Burkard,1,3.54,1302,3.54
Chris Butler,1,3.25,61102,3.25
Chris Columbus,12,3.2425,7231586,38.910000000000004
Chris D'Arienzo,1,2.95,1125,2.95
Chris Durlacher,1,2.27,1040,2.27
Chris Gorak,1,3.1,3396,3.1
Chris Griffiths,1,3.65,992,3.65
Chris Henchy,1,2.91,21146,2.91
"Chris Kentis, Laura Lau",1,2.59,17127,2.59
Chris Kraus,1,3.63,2884,3.63
Chris McCoy,1,2.8,6623,2.8
Chris McKay,3,3.15,1115805,9.45
Chris Messina,1,3.04,1895,3.04
Chris Miller,1,2.89,613009,2.89
Chris Morris,1,3.89,101473,3.89
Chris Moukarbel,1,3.62,31104,3.62
Chris Nahon,1,3.15,14905,3.15
Chris Nelson,2,2.0949999999999998,116882,4.1899999999999995
Chris Palmer,1,3.14,16044,3.14
Chris Peckover,1,3.08,75259,3.08
Chris Renaud,2,3.0250000000000004,718573,6.050000000000001
"Chris Renaud, Pierre Coffin",1,3.2,540222,3.2
Chris Sanders,1,3.01,50700,3.01
"Chris Sivertson, Lucky McKee",1,2.82,17094,2.82
Chris Smith,4,3.62,238762,14.48
Chris Sparling,1,2.06,2062,2.06
Chris Wedge,3,2.8166666666666664,478089,8.45
Chris Weitz,3,2.856666666666667,832930,8.57
"Chris Weitz, Paul Weitz",1,3.53,117039,3.53
Chris Williams,1,3.4,144606,3.4
"Chris Williams, Byron Howard",1,3.13,453622,3.13
Chris von Hoffmann,1,2.67,453,2.67
Christian Alvart,1,3.03,47015,3.03
Christian Anders,1,2.91,584,2.91
"Christian Desmares, Franck Ekinci",1,3.66,12021,3.66
Christian Ditter,1,2.79,109067,2.79
Christian Duguay,4,2.9025,18561,11.61
Christian E. Christiansen,1,2.21,46416,2.21
Christian Marquand,1,2.37,5438,2.37
Christian Nyby,1,3.39,33825,3.39
Christian Petzold,1,4.0,42733,4.0
"Christian Stella, Jeremy Gardner",1,3.01,11147,3.01
Christian Tafdrup,3,3.3000000000000003,189723,9.9
Christian Winters,1,2.5,587,2.5
Christiane Cegavske,1,3.85,7216,3.85
Christine Jeffs,1,3.34,25897,3.34
Christoffer Boe,1,3.09,2029,3.09
Christophe Gans,2,3.215,247679,6.43
"Christophe Gans, Brian Yuzna",1,3.23,6287,3.23
Christopher Cain,1,2.18,33599,2.18
Christopher Guest,3,3.3966666666666665,150279,10.19
Christopher Landon,5,2.914,922239,14.57
Christopher Leitch,2,2.63,7353,5.26
Christopher McQuarrie,3,3.5433333333333334,1177682,10.63
Christopher Nolan,11,3.9709090909090907,19606793,43.68
"Christopher Radcliff, Lauren Wolkstein",1,2.93,1860,2.93
Christopher Smith,2,3.13,37453,6.26
Christopher Thies,1,2.81,4452,2.81
Christopher Winterbauer,1,3.39,3156,3.39
Christy Cabanne,1,2.33,1046,2.33
Chuck Jones,2,3.7750000000000004,114578,7.550000000000001
"Chuck Jones, Friz Freleng",2,3.3200000000000003,3280,6.640000000000001
Chuck Russell,1,3.52,144031,3.52
Chuck Sheetz,1,3.25,19244,3.25
Chuck Vincent,1,2.94,221,2.94
Chung Lee,1,3.26,371,3.26
Chung Yoon-chul,1,3.57,1587,3.57
Ciarán Foy,1,2.92,3411,2.92
Cirio H. Santiago,22,2.885909090909091,17828,63.49000000000001
Ciro Guerra,1,2.97,10133,2.97
"Ciro Guerra, Cristina Gallego",1,3.93,20750,3.93
Claire Carré,1,3.03,1159,3.03
Claire Denis,5,3.4159999999999995,154871,17.08
Clara Roquet,1,3.43,2888,3.43
Clare Peploe,1,3.09,446,3.09
Clarence Brown,2,3.415,4644,6.83
Clark Duke,1,3.05,11554,3.05
Claude Berri,2,4.015,32122,8.03
Claude Chabrol,2,3.5,11228,7.0
Claude Lanzmann,1,4.51,14349,4.51
Claude Mulot,1,3.23,490,3.23
Claude Pinoteau,1,3.54,46874,3.54
Claudia Llosa,1,3.68,7078,3.68
Claudia Weill,1,3.91,22614,3.91
Claudio Castravelli,1,2.92,721,2.92
Claudio Fragasso,4,2.4375,44618,9.75
"Claudio Fragasso, Bruno Mattei",1,3.04,458,3.04
Claudio Guerín Hill,1,3.2,1255,3.2
"Claudio Lattanzi, Joe D'Amato",1,2.24,2388,2.24
Clay Kaytis,1,2.93,105510,2.93
"Clay Kaytis, Fergal Reilly",1,2.62,146870,2.62
Clay Tarver,1,2.76,32144,2.76
Clayton Jacobson,1,3.48,911,3.48
Clea DuVall,1,3.12,222271,3.12
Clement Virgo,1,3.59,5042,3.59
Clint Eastwood,14,3.454285714285714,2248131,48.36
Clinton Smith,1,2.98,230,2.98
Clio Barnard,1,3.49,7957,3.49
Clive A. Smith,1,3.27,6965,3.27
Clive Barker,1,3.27,36065,3.27
Clive Donner,1,2.94,4378,2.94
"Clyde Bruckman, Buster Keaton",1,4.2,88322,4.2
"Clyde Geronimi, Wilfred Jackson",2,3.6399999999999997,678748,7.279999999999999
Coleman Francis,1,1.64,2702,1.64
Colette Burson,1,2.92,711,2.92
Colin Day,1,3.34,1086,3.34
Colin Eggleston,1,3.42,11017,3.42
Colin Higgins,1,3.48,11091,3.48
Colin Trevorrow,2,2.415,472412,4.83
"Conrad Vernon, Kelly Asbury",1,4.1,1358416,4.1
Constance Marks,1,3.6,8735,3.6
Constantine S. Gochis,1,2.8,1520,2.8
Cooper Raiff,2,3.79,212955,7.58
Coralie Fargeat,2,3.535,2360942,7.07
Corey Allen,1,2.14,2959,2.14
Corey Yuen Kwai,2,2.62,24274,5.24
"Corey Yuen Kwai, Louis Leterrier",1,3.09,107354,3.09
Cornel Wilde,1,3.15,283,3.15
Corrado Farina,1,3.06,3927,3.06
Cory Edwards,1,3.33,159962,3.33
Cory Finley,2,3.5949999999999998,226518,7.1899999999999995
Cosmo Feilding-Mellen,1,3.49,1232,3.49
Courteney Cox,2,2.99,4350,5.98
Courtney Solomon,1,2.02,8004,2.02
Craig Brewer,2,3.625,130516,7.25
Craig Gillespie,2,3.67,1896100,7.34
Craig Johnson,1,3.51,66414,3.51
Craig Mazin,1,2.22,83384,2.22
Craig McCracken,1,3.46,16843,3.46
Craig R. Baxley,2,3.065,20540,6.13
Craig Singer,1,2.36,3361,2.36
Craig Zobel,2,3.56,126977,7.12
Crane Wilbur,1,3.06,7128,3.06
Cristian Mungiu,1,3.73,12475,3.73
"Cristóbal León, Joaquín Cociña",1,4.13,46704,4.13
Cullen Blaine,1,2.22,3349,2.22
Curt Geda,1,2.82,3614,2.82
"Curt Geda, Steven E. Gordon",1,2.99,8987,2.99
Curt Siodmak,2,2.645,1514,5.29
Curtis Bernhardt,1,3.27,465,3.27
Curtis Hanson,5,3.474,832999,17.37
Cy Endfield,3,3.6466666666666665,26588,10.94
Cédric Jimenez,1,3.14,6536,3.14
Cédric Klapisch,2,3.55,45730,7.1
Céline Sciamma,4,3.9125,1005265,15.65
D. A. Pennebaker,2,4.115,37549,8.23
"D. A. Pennebaker, Chris Hegedus",1,3.41,309,3.41
D. Smith,1,3.87,10610,3.87
D.J. Caruso,5,3.102,285975,15.51
D.W. Griffith,3,3.14,53596,9.42
Daina Reid,1,2.3,42973,2.3
Daisy von Scherler Mayer,1,2.19,2623,2.19
Dale Trevillion,1,3.17,221,3.17
Dallas Jackson,1,2.51,1020,2.51
Dalton Trumbo,1,3.94,15613,3.94
Damian Harris,1,3.04,930,3.04
Damian Lee,2,2.14,6035,4.28
Damiano Damiani,4,3.4775,17829,13.91
Damien Chazelle,3,4.07,6459883,12.21
Damien Leone,2,2.285,535338,4.57
Dan Beers,1,2.64,4621,2.64
Dan Bradley,1,2.16,35980,2.16
Dan Bush,1,2.19,8524,2.19
Dan Curtis,1,3.32,14132,3.32
Dan Eckman,1,3.35,10479,3.35
Dan Gilroy,3,3.1966666666666668,1494085,9.59
Dan Hoskins,1,2.81,828,2.81
Dan Ireland,1,2.82,2021,2.82
Dan Klores,1,3.83,3609,3.83
Dan Mazer,1,2.33,123186,2.33
Dan O'Bannon,1,3.8,103418,3.8
"Dan Povenmire, Bob Bowen",1,3.31,28123,3.31
Dan Reed,1,3.46,31894,3.46
"Dan Riba, Frank Squillace",1,3.23,313,3.23
Dan Rush,1,3.05,29833,3.05
Dan Scanlon,2,3.4,1295350,6.8
"Dan St. Pierre, Will Finn",1,2.06,3370,2.06
Dan Trachtenberg,2,3.565,979757,7.13
Dana Lustig,1,2.76,919,2.76
Daniel Attias,1,3.18,30419,3.18
Daniel Barber,1,3.17,4377,3.17
Daniel Barnz,3,3.186666666666667,21863,9.56
Daniel Borgman,1,3.22,324,3.22
Daniel Brühl,1,3.31,6336,3.31
Daniel Espinosa,3,2.4933333333333336,615621,7.48
Daniel Farrands,1,1.39,1486,1.39
"Daniel Farrands, Andrew Kasch",1,3.94,9339,3.94
Daniel Goldhaber,1,2.87,133633,2.87
Daniel Haller,1,3.06,2155,3.06
Daniel J. Clark,1,3.32,18210,3.32
"Daniel Kwan, Daniel Scheinert",1,3.67,339733,3.67
Daniel Lee,1,2.51,5421,2.51
Daniel Lucchesi,1,4.41,8751,4.41
Daniel Mann,1,3.05,5210,3.05
"Daniel Myrick, Eduardo Sánchez",1,3.3,661058,3.3
Daniel Nettheim,1,3.34,15793,3.34
Daniel Sackheim,1,2.64,27364,2.64
Daniel Schechter,3,3.1199999999999997,8411,9.36
"Daniel Scheinert, Daniel Kwan",1,4.28,3020239,4.28
Danny Bilson,1,2.87,1323,2.87
Danny Boyle,10,3.568,3085255,35.68
Danny Cannon,2,2.4850000000000003,120858,4.970000000000001
Danny DeVito,3,3.376666666666667,734224,10.13
Danny Leiner,2,3.0149999999999997,230265,6.029999999999999
Danny Mulheron,1,3.11,1337,3.11
Danny Perez,1,2.7,5886,2.7
Danny Steinmann,1,3.16,6541,3.16
Darin Scott,1,2.92,406,2.92
Dario Argento,10,3.59,896627,35.9
"Dario Argento, George A. Romero",1,3.11,10849,3.11
Darius Marder,1,4.2,664293,4.2
Darnell Martin,1,3.33,875,3.33
Darrell Rooney,1,3.1,163729,3.1
Darren Aronofsky,8,3.6625,5422986,29.3
Darren Lynn Bousman,3,2.723333333333333,512236,8.17
"Darren Lynn Bousman, Axelle Carolyn",1,2.73,16506,2.73
Daryl Duke,1,3.77,16701,3.77
Dasha Nekrasova,1,2.64,13564,2.64
"Dave Borthwick, Jean Duval",1,2.16,10720,2.16
Dave Bullock,1,3.28,17445,3.28
Dave Filoni,1,2.89,149616,2.89
Dave Fleischer,1,3.32,1262,3.32
Dave Franco,1,2.63,88022,2.63
Dave Green,1,2.98,18703,2.98
Dave McCary,1,3.82,45342,3.82
"Dave Monahan, Abe Levitow",1,3.36,3816,3.36
Dave Parker,1,2.62,935,2.62
"Dave Parker, Mike Mendez",1,3.53,659,3.53
Dave Payne,1,2.4,5492,2.4
Dave Wilson,1,2.12,62331,2.12
David A. Prior,3,2.41,10037,7.23
David A. Weiner,1,3.83,11011,3.83
David Anspaugh,1,3.53,37691,3.53
David Atkins,1,2.93,4029,2.93
David Ayer,5,2.804,2097890,14.02
David Barnard,1,4.71,42405,4.71
David Beaird,1,2.93,433,2.93
David Bowers,2,2.135,107574,4.27
"David Bowers, Sam Fell",1,3.18,288210,3.18
David Bruckner,1,3.18,286178,3.18
"David Bruckner, Matt Bettinelli-Olpin",1,2.8,126243,2.8
David Butler,1,3.39,3096,3.39
David Caesar,1,3.35,437,3.35
David Caffrey,1,2.93,1226,2.93
David Chung,1,3.54,4968,3.54
David Cronenberg,15,3.436666666666667,1765642,51.550000000000004
David Cross,1,2.85,1473,2.85
David DeCoteau,2,2.42,4658,4.84
David Dobkin,5,2.9539999999999997,645327,14.77
David F. Sandberg,2,2.545,445714,5.09
David Farr,1,2.94,5038,2.94
David Fincher,8,3.8024999999999998,12731584,30.419999999999998
David Frankel,4,3.255,1913864,13.02
David Gelb,1,2.16,33413,2.16
David Gordon Green,5,2.778,650282,13.89
David Greene,1,3.3,2792,3.3
David Gregory,1,3.66,9870,3.66
David Hand,1,3.53,312926,3.53
David Hemmings,1,3.13,397,3.13
David Hickman,1,3.37,1229,3.37
David Hogan,1,2.27,16526,2.27
David Kane,1,3.26,294,3.26
David Kellogg,2,2.125,63367,4.25
David Koepp,5,2.758,270200,13.79
David Kramarsky,1,2.36,1161,2.36
David Lean,6,4.0249999999999995,471661,24.15
David Leitch,3,3.4433333333333334,3122435,10.33
David Lowell Rich,2,2.61,3172,5.22
David Lowery,4,3.5175,882933,14.07
David Lynch,10,4.0009999999999994,3184253,40.00999999999999
David Mackenzie,4,3.36,398839,13.44
David Mallet,1,4.15,1294,4.15
"David Mallet, Trevor Nunn",1,3.56,13442,3.56
David Mamet,4,3.5300000000000002,45828,14.120000000000001
David McNally,1,1.95,51148,1.95
David Michôd,3,3.533333333333333,437194,10.6
David Mickey Evans,1,3.75,184477,3.75
David Miller,2,3.8449999999999998,14768,7.6899999999999995
David Mirkin,1,3.0,22524,3.0
"David Moreau, Xavier Palud",1,3.11,20559,3.11
David Nutter,1,2.47,871,2.47
David O. Russell,8,3.205,1390642,25.64
"David Pastor, Àlex Pastor",1,3.01,19821,3.01
David R. Ellis,3,2.7733333333333334,371206,8.32
David Robert Mitchell,2,3.46,890458,6.92
David S. Goyer,1,2.0,20443,2.0
David S. Ward,4,2.945,80705,11.78
David Sandberg,1,3.59,68763,3.59
David Schmoeller,2,2.9349999999999996,31193,5.869999999999999
"David Siegel, Scott McGehee",1,3.63,11054,3.63
David Silverman,1,3.48,461630,3.48
David Sington,1,3.68,3250,3.68
David Slade,5,3.066,1194811,15.329999999999998
David Soren,2,2.815,259602,5.63
David Swift,1,3.39,21764,3.39
"David T. Friendly, Mick Partridge",1,3.21,779,3.21
"David Tryhorn, Ben Nicholas",1,3.38,9817,3.38
David Twohy,4,3.0175,241794,12.07
David Veloz,1,3.1,4264,3.1
David Von Ancken,1,3.18,7691,3.18
David Wain,3,3.2900000000000005,236499,9.870000000000001
David Weaver,1,2.66,1457,2.66
David Webb Peoples,1,3.15,2962,3.15
David Wechter,1,2.98,438,2.98
David Wellington,1,3.44,392,3.44
David Winters,2,3.16,8394,6.32
David Worth,1,2.19,1460,2.19
"David Worth, Mark DiSalle",1,3.2,33339,3.2
David Wu,1,3.27,886,3.27
David Yates,6,3.466666666666667,6748848,20.8
"David Zappone, Ira Steven Behr",1,3.82,3301,3.82
David Zellner,1,3.57,16290,3.57
"David Zellner, Nathan Zellner",1,3.0,10204,3.0
David Zucker,5,2.9560000000000004,470927,14.780000000000001
Dax Shepard,1,2.34,27500,2.34
Dean Craig,1,2.27,27193,2.27
Dean DeBlois,1,3.79,595411,3.79
"Dean DeBlois, Chris Sanders",2,4.045,1812363,8.09
Dean Devlin,1,2.07,95444,2.07
Dean Fleischer Camp,1,4.24,314606,4.24
Dean Israelite,1,2.5,125690,2.5
Dean Parisot,4,3.0925000000000002,364979,12.370000000000001
"Dean Tschetter, Alan Smithee",1,2.92,950,2.92
Deborah Brock,1,2.95,25571,2.95
"Deborah Kaplan, Harry Elfont",1,3.1,45381,3.1
Deborah Stratman,1,3.61,465,3.61
Debra Granik,1,3.74,81060,3.74
Dee Rees,3,3.2266666666666666,94243,9.68
Deepak Rauniyar,1,3.59,605,3.59
Del Tenney,1,2.18,1448,2.18
"Deland Nuse, Jack A. Sunseri",1,2.72,483,2.72
Delbert Mann,2,3.56,29847,7.12
Delmer Daves,1,3.3,1714,3.3
Denis Sanders,1,2.64,2850,2.64
Denis Villeneuve,6,4.023333333333333,4836691,24.14
Denise Di Novi,1,2.23,11144,2.23
Deniz Gamze Ergüven,1,4.15,97991,4.15
Dennie Gordon,1,3.02,93106,3.02
Dennis Dugan,8,2.77875,2118384,22.23
Dennis Hopper,3,3.686666666666667,147133,11.06
Dennis Iliadis,1,2.84,3393,2.84
Denzel Washington,1,3.62,108840,3.62
Deon Taylor,1,2.85,12604,2.85
Deran Sarafian,1,2.84,1107,2.84
Derek Cianfrance,3,3.66,724527,10.98
Derek Yee Tung-Sing,2,3.12,5348,6.24
"Derik Murray, Adrian Buitenhuis",1,3.87,10009,3.87
"Derik Murray, David Ray",1,3.33,224,3.33
Derrick Borte,1,2.6,91525,2.6
Des McAnuff,1,2.3,17508,2.3
Desiree Akhavan,2,3.455,116089,6.91
Desmond Davis,1,3.36,31089,3.36
Destin Daniel Cretton,1,4.16,131665,4.16
Dexter Fletcher,3,3.106666666666667,714754,9.32
Diablo Cody,1,2.61,999,2.61
Diane Kurys,1,3.86,8533,3.86
Dick Lowry,1,2.73,1821,2.73
Dick Powell,1,3.57,3399,3.57
"Dino Maiuri, Henry Levin",1,3.26,346,3.26
Dino Risi,2,3.7600000000000002,27901,7.5200000000000005
Dirk Campbell,1,2.89,2071,2.89
Dito Montiel,1,2.81,3185,2.81
Dom DeLuise,1,3.11,595,3.11
Domee Shi,1,3.46,938618,3.46
Domenico Emanuele de Feudis,1,2.31,4487,2.31
Domingo González,2,2.01,281973,4.02
Dominic Sena,4,2.7925,210674,11.17
Dominik Hartl,1,2.51,1332,2.51
Don Barnhart,1,2.92,975,2.92
Don Barton,1,2.05,2415,2.05
Don Bluth,3,3.6166666666666667,152516,10.85
"Don Bluth, Gary Goldman",3,3.3699999999999997,333596,10.11
Don Chaffey,1,2.68,877,2.68
Don Coscarelli,9,3.17,175924,28.53
Don Dohler,1,2.72,5589,2.72
Don Hahn,1,3.75,7345,3.75
Don Hall,1,2.8,112004,2.8
"Don Hall, Chris Williams",1,3.81,1145243,3.81
Don Hertzfeldt,1,4.37,101344,4.37
Don Jurwich,1,3.23,3639,3.23
Don Mancini,2,2.62,184495,5.24
Don McBrearty,1,2.87,400,2.87
Don Michael Paul,1,2.38,2968,2.38
Don Roos,1,3.14,8141,3.14
Don Roy King,1,3.67,3198,3.67
Don Sharp,5,2.9619999999999997,9087,14.809999999999999
Don Siegel,5,3.5799999999999996,167309,17.9
"Don Siegel, Peter R. Hunt",1,3.03,694,3.03
Don Taylor,1,3.23,49715,3.23
Donal Lardner Ward,1,2.76,499,2.76
Donald Cammell,2,3.245,16804,6.49
"Donald G. Jackson, R.J. Kizer",1,2.85,13545,2.85
Donald Petrie,3,3.4766666666666666,1511937,10.43
Donick Cary,1,3.26,26573,3.26
"Donn Davison, Fred Olen Ray",1,2.73,369,2.73
Donna Deitch,1,3.5,352,3.5
Donovan Marsh,3,3.1033333333333335,27060,9.31
Dorian Walker,1,2.98,709,2.98
Doris Wishman,2,2.77,3870,5.54
Dorothy Arzner,1,3.59,7403,3.59
Doug Ellin,1,2.8,31326,2.8
Doug Lefler,2,2.3449999999999998,9225,4.6899999999999995
Doug Liman,5,3.44,1337059,17.2
Douglas Aarniokoski,1,2.23,5013,2.23
Douglas Barr,1,2.91,532,2.91
Douglas Grossman,1,2.69,2589,2.69
Douglas Mackinnon,2,3.76,71794,7.52
Douglas McGrath,1,3.26,33925,3.26
Douglas McKeown,1,3.23,8646,3.23
Douglas Schulze,2,2.58,2061,5.16
Douglas Sirk,3,3.716666666666667,69966,11.15
Douglas Tirola,1,3.51,3941,3.51
Douglas Trumbull,2,3.23,26072,6.46
Drake Doremus,2,3.075,52189,6.15
Drew Barrymore,1,3.62,94654,3.62
"Drew Bolduc, Dan Nelson",1,3.04,984,3.04
Drew Goddard,1,3.39,683956,3.39
Drew Hancock,1,3.45,633397,3.45
Drew Marvick,1,2.32,1485,2.32
Drew Pearce,1,2.79,47424,2.79
"Drew T. Pierce, Brett Pierce",1,2.63,26503,2.63
Duccio Tessari,4,3.315,5809,13.26
"Duke Johnson, Charlie Kaufman",1,3.85,138774,3.85
Duncan Jones,4,3.0325,693738,12.13
"Dusty Mancinelli, Madeleine Sims-Fewer",1,3.05,9045,3.05
Duwayne Dunham,2,3.005,50509,6.01
Dušan Makavejev,1,3.09,2216,3.09
Dwayne Carey-Hill,1,3.79,25746,3.79
E J-yong,2,3.495,3740,6.99
E. Elias Merhige,1,2.94,25405,2.94
E. Max Frye,1,2.75,3830,2.75
E.L. Katz,1,2.86,5791,2.86
Earl Barton,1,2.8,883,2.8
Eckhart Schmidt,1,3.57,9042,3.57
"Ed Friedman, Lou Kachivas",1,3.26,1335,3.26
Ed Hansen,1,2.87,482,2.87
Ed Harris,1,3.42,13639,3.42
Ed Solomon,1,3.08,832,3.08
Eddie Romero,3,2.6266666666666665,2290,7.879999999999999
Eddy Matalon,1,3.05,324,3.05
Edgar G. Ulmer,4,3.105,68892,12.42
Edgar Wright,7,3.79,6992701,26.53
"Edith Becker, Kevin Burns",1,3.98,11689,3.98
Edmund Goulding,1,3.87,23741,3.87
Edson Oda,1,3.82,34060,3.82
Edward A. Blatt,1,3.34,676,3.34
Edward Berger,5,3.582,1094283,17.91
"Edward Berger, Clark Johnson",1,3.58,11545,3.58
Edward Bernds,2,2.8049999999999997,6012,5.609999999999999
Edward Burns,1,2.76,6226,2.76
Edward D. Murphy,1,2.97,4858,2.97
Edward D. Wood Jr.,3,2.4233333333333333,42467,7.27
Edward Dmytryk,9,3.3555555555555556,41435,30.2
Edward L. Cahn,1,3.1,201,3.1
"Edward Lachman, Larry Clark",1,2.97,26050,2.97
Edward Ludwig,1,2.86,2460,2.86
Edward Norton,1,3.2,43814,3.2
"Edward Sedgwick, Buster Keaton",1,4.11,26815,4.11
Edward Yang,1,4.54,107185,4.54
Edward Zwick,7,3.434285714285714,987814,24.04
Egor Abramenko,1,3.18,33262,3.18
Eiichi Yamamoto,1,3.74,71098,3.74
Ekachai Uekrongtham,1,2.7,2297,2.7
Elaine May,4,3.785,123371,15.14
Elaine McMillion Sheldon,1,3.53,7016,3.53
"Elan Dassani, Rajeev Dassani",1,2.35,6439,2.35
Eldar Ryazanov,1,3.88,3396,3.88
Elem Klimov,2,4.085,325628,8.17
Elgin James,1,3.13,3182,3.13
Eli Craig,1,3.67,163484,3.67
Eli Roth,3,2.3466666666666667,259357,7.04
Elia Kazan,9,3.7844444444444445,343044,34.06
Eliane Caffé,1,3.8,2166,3.8
Elie Grappe,1,3.52,2696,3.52
Elijah Bynum,2,3.15,118087,6.3
Elijah Drenner,2,3.54,4164,7.08
Elio Petri,8,3.73875,62453,29.91
Elite Zexer,1,3.38,2757,3.38
Eliza Hittman,2,3.595,155240,7.19
Elizabeth Allen Rosenbaum,1,2.35,199903,2.35
Elizabeth Banks,1,2.99,357166,2.99
"Elizabeth White, Justin Anderson",1,4.63,38915,4.63
Elizabeth Wood,1,2.72,16113,2.72
Elle Callahan,1,2.53,2130,2.53
Elliot Silverstein,1,3.05,8533,3.05
Elliott Lester,1,2.72,17775,2.72
Ellory Elkayem,1,2.58,41861,2.58
Elmo Nüganen,1,3.41,1780,3.41
Eloy de la Iglesia,1,3.36,3399,3.36
Ely Dagher,1,3.31,384,3.31
Elza Kephart,1,2.76,15002,2.76
Emerald Fennell,1,3.67,669804,3.67
"Emeric Pressburger, Michael Powell",1,4.25,45477,4.25
Emile Ardolino,1,3.69,539289,3.69
Emilio Estevez,1,3.45,11555,3.45
Emilio P. Miraglia,1,3.41,7987,3.41
Emily Young,1,2.82,3893,2.82
Emir Kusturica,1,3.59,18796,3.59
Emma Seligman,2,3.8049999999999997,1694202,7.609999999999999
"Emma Westenberg, Lacey Duke",1,4.01,9580,4.01
Emma-Kate Croghan,1,3.43,823,3.43
"Emmanuel Marre, Julie Lecoustre",1,3.26,30545,3.26
"Emmanuel Osei-Kuffour, Jr.",1,2.94,19744,2.94
Emmanuelle Nobécourt,1,3.41,730,3.41
Emmett Alston,1,2.81,951,2.81
Enrico Casarosa,1,3.72,1035787,3.72
Enrique Gato,1,2.56,2565,2.56
Enzo Barboni,1,3.22,1296,3.22
"Enzo Doria, Luigi Russo",1,3.0,285,3.0
Enzo G. Castellari,11,3.1509090909090904,36748,34.66
"Enzo G. Castellari, Luigi Cozzi",1,2.69,1166,2.69
Eran Creevy,1,2.8,9451,2.8
Eric Appel,1,3.49,131446,3.49
Eric Brevig,1,2.14,41082,2.14
"Eric Darnell, Tim Johnson",1,2.82,150677,2.82
"Eric Darnell, Tom McGrath",1,3.17,381897,3.17
Eric England,2,2.5949999999999998,2331,5.1899999999999995
"Eric Goode, Rebecca Chaiklin",1,3.49,150301,3.49
"Eric Idle, Gary Weis",1,3.67,7432,3.67
Eric Karson,1,2.53,3400,2.53
Eric Laneuville,1,2.41,3215,2.41
"Eric Leighton, Ralph Zondag",1,2.93,118117,2.93
Eric Steel,1,3.39,9091,3.39
Eric Till,1,3.23,1080,3.23
Eric Valette,1,2.67,596,2.67
Erica Tremblay,1,3.56,13668,3.56
Erich von Stroheim,1,4.02,10866,4.02
"Erich von Stroheim, Raoul Walsh",1,3.41,287,3.41
Erik Balling,1,3.41,685,3.41
Erik Poppe,1,3.65,15801,3.65
Erik Van Looy,1,2.59,24061,2.59
Eriprando Visconti,1,3.26,420,3.26
Eriq La Salle,1,3.5,597,3.5
Erle C. Kenton,3,3.1333333333333333,32300,9.4
Ernest R. Dickerson,3,3.3633333333333333,62620,10.09
Ernie Barbarash,3,2.606666666666667,22775,7.82
Ernst Lubitsch,5,3.868,82215,19.34
Errol Morris,2,3.7849999999999997,42350,7.569999999999999
Erwin C. Dietrich,1,2.94,206,2.94
Esben Toft Jacobsen,1,3.07,758,3.07
"Espen Sandberg, Joachim Rønning",1,2.69,437841,2.69
Estevan Oriol,1,3.56,3293,3.56
Etan Cohen,1,1.6,43737,1.6
"Ethan Coen, Joel Coen",3,3.4466666666666668,737744,10.34
Ethan Hawke,1,3.52,6735,3.52
"Ethan Higbee, Adam Bhala Lough",1,3.37,671,3.37
Ethan Spaulding,3,3.143333333333333,96835,9.43
"Ethan Spaulding, Jay Oliva",1,3.37,38797,3.37
Ethan Wiley,1,2.04,3825,2.04
Eugene Kotlyarenko,1,3.09,270093,3.09
Eugene Levy,1,2.72,2623,2.72
Eugenio Martín,1,3.33,15899,3.33
Eugenio Mira,1,3.13,15237,3.13
Eugène Lourié,1,3.27,7476,3.27
"Evan Goldberg, Seth Rogen",2,3.085,903963,6.17
Evan Morgan,1,3.72,55456,3.72
Everardo González,1,3.85,3312,3.85
Ezra Edelman,2,4.154999999999999,46449,8.309999999999999
